SystemID,Mô tả thô (Raw Input),Tiêu đề dự đoán (Pred Title),Mô tả dự đoán (Pred Desc),Thông số trích xuất (Specs),LLM_Accuracy_Score,LLM_Accuracy_Reason,LLM_Coherence_Score,LLM_Coherence_Reason,LLM_Specs_Score,LLM_Specs_Reason,Expert_Accuracy_Score (1-5),Expert_Coherence_Score (1-5),Expert_Specs_Score (1-5),Expert_Corrected_Description (Viết lại chuẩn nếu cần),Expert_Notes (Ghi chú lỗi)
SYS-MP764K4E-GE,"Võ Văn Tần 43.2 3 3.6 12 8.2 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Đào Thanh Hiệu Thái Thành 0932053054 H3GB nguồn Đầu chủ Đào Thanh Hiệu - Thái Thành 🔥🔥🔥 NHÀ GÓC 2 MẶT TIỀN HIẾM – TRUNG TÂM QUẬN 3 – DÒNG TIỀN 30TR/THÁNG.  📍 Võ Văn Tần – P. Bàn Cờ – Q3  (Đi từ Võ Văn Tần → 500m tới Hảo Phát rẽ trái là tới)  📌 Link thu bông: https://goo.gl/maps/WtA3PCBreXd6WEbT9📍Diện  📐 Diện tích: 3.6 x 11.7m – CN 43.2m².  🏢 Kết cấu: 1 trệt 3 lầu + sân thượng.  🛏 Công năng: 5PN – 4WC – phòng khách – bếp.  💰 Đang cho thuê 30tr/tháng – dòng tiền sẵn, khai thác ngay  ✨ Điểm mạnh nổi bật:   ✔️ Nhà góc 2 mặt tiền – thoáng, dễ khai thác kinh doanh/cho thuê  ✔️ Trung tâm Q3 – đi đâu cũng tiện  ✔️ Gần Võ Văn Tần – Nguyễn Đình Chiểu – Nguyễn Thượng Hiền  ✔️ Xung quanh đầy đủ tiện ích: chợ, quán ăn, trường học  💥 Phù hợp:   👉 Vừa ở vừa khai thác dòng tiền  👉 Đầu tư giữ tài sản trung tâm  👉 Làm CHDV / cho thuê phòng  ❤️ Lưu ý: ACE khảo sát, dẫn khách theo quy trình Công ty, báo ĐC Thanh Hiệu trước 30 phút, để được hỗ trợ tốt nhất.  🌹🌹🌹 Chúc toàn thể ACE chốt nhà bùng nổ, cùng ĐC Hiệu, thu nhập Tỷ Phú.",Quận 3 - Mặt tiền - 4 tầng,"🔥🔥🔥 NHÀ GÓC 2 MẶT TIỀN HIẾM – TRUNG TÂM QUẬN 3 – DÒNG TIỀN 30TR/THÁNG. 🏢 Kết cấu: 1 trệt 3 lầu + sân thượng. ✔️ Nhà góc 2 mặt tiền – thoáng, dễ khai thác kinh doanh/cho thuê","{""duong"": null, ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": 4, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Mặt tiền""}",4,Thiếu thông tin giá và tên đường cụ thể trong mô tả rút gọn.,3,Loại bỏ được số điện thoại nhưng vẫn còn văn phong quảng cáo chưa tối ưu.,4,Bỏ sót thông tin giá và tên đường cụ thể trong mô tả rút gọn.,,,,,
SYS-MP764L4R-IF,"Nguyễn Đình Chiểu 32 5 3.2 10 9.5 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Hoàng Viết Cường Tứ Đại Nam  H3GB nguồn Đầu chủ Hoàng Viết Cường Tứ - Đại Nam GIÁ MỚI 9ty5.🌹🌹🌹     SIÊU PHẨM QUẬN 3 NGAY CMT8 - NGUYỄN ĐÌNH CHIỂU, KHU HIẾM NHÀ BÁN, HẺM 4M GẦN MẶT TIỀN, NHÀ MỚI 5 TẦNG BTCT 5PN HOÀN CÔNG ĐỦ.🌹🌹🌹           Nguyễn Đình Chiểu 32 5 3.2 10 9.999 tỷ Phường Bàn Cờ Quận 3 6 đến 10 HĐ PP Hoàng Tứ - P. Đại Nam , H3%, nguồn PP Hoàng Tứ.     Mô tả:     + Vị trí tuyệt đẹp gần mặt tiền thuộc khu VIP nhất nhì Quận 3, tiện ích không thiếu thứ gì xung quanh, đi đâu hay làm gì cũng rất thuận tiện.     + Kết cấu: 1 trệt 1 lửng, 2 lầu + mái đúc BTCT, gồm phòng khách bếp, tổng 5PN 4WC.     + Hẻm trước nhà 4m rộng rãi, thông khắp nơi, gần mặt tiền.      + Sổ tại nhà, vuông vức hoàn công đầy đủ, mua bán trong ngày.     + Hướng: TTT.     => ACE KHẢO SÁT - DẪN KHÁCH - KÝ PHIẾU YCCCDV - CHỤP HÌNH KHÁCH THEO ĐÚNG QUY TRÌNH CÔNG TY. BÁO TRƯỚC 39’ ĐỂ ĐƯỢC HỖ TRỢ TỐT NHẤT. 🥰🥰",SIÊU PHẨM QUẬN Quận 3 - Hẻm thông - 5 tầng,"SIÊU PHẨM QUẬN 3 NGAY CMT8 - NGUYỄN ĐÌNH CHIỂU, KHU HIẾM NHÀ BÁN, HẺM 4M GẦN MẶT TIỀN, NHÀ MỚI 5 TẦNG BTCT 5PN HOÀN CÔNG ĐỦ.🌹🌹🌹 + Vị trí tuyệt đẹp gần mặt tiền thuộc khu VIP nhất nhì Quận 3, tiện ích không thiếu thứ gì xung quanh, đi đâu hay làm gì cũng rất thuận tiện. + Hẻm trước nhà 4m rộng rãi, thông khắp nơi, gần mặt tiền.","{""duong"": ""SIÊU PHẨM QUẬN"", ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": 5, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm thông""}",4,Giá và vị trí chính xác; bỏ sót chi tiết nguồn gốc.,3,Loại bỏ được rác giao dịch nhưng còn câu văn lủng củng.,5,"Bảo toàn đầy đủ các thông số cốt lõi: Quận, đường, tầng, hẻm.",,,,,
SYS-MP764LWN-9X,"Cao Thắng 35 5 3.4 11 8.9 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Nguyễn Minh Đức Sơn Vương HCM  H3GB nguồn Đầu chủ Nguyễn Minh Đức - Sơn Vương HCM 💥❤️  SIÊU PHẨM 5 LẦU ĐƯỜNG CAO  THẮNG - NGANG 3.4M X 10.5M - 4  PN - 4 WC - KHU TRUNG TÂM QUẬN 3 - KHU DÂN TRÍ CAO - NHỈNH 8 TỶ.     ❤️❤️⭐⭐🌹🌹💵💵     Cao Thắng 35 5 3.4 10.5  8.9 tỷ - 6 - 9 tỷ - HH 3% - HĐ ĐC  Minh Đức - Sơn Vương  HCM .         Mô tả:  Gồm : Nhà 5 tầng 3 PN, 1 Phòng thờ, 4 WC. Phù hợp kinh doanh Căn hộ, mở VP......Nhà dọn vào ở ngay.      • Vị trí :Ngay khu trung tâm Quận 3  Phù hợp ở và kinh doanh văn phòng, căn hộ DV.... Gần Chợ, Siêu thị ......Khu dân trí cao.     DT : 3.4 x 10.5 .Sổ vuông đẹp.Hoàn công đủ.     * Chúc ACE sức khỏe, chốt bùng nổ, xem nhà báo 30' Đầu chủ.   để hỗtrợ tận tình.      Vào app gõ tìm từ khóa hoặc zalo.  để tìm nguồn nhà ĐC Nguyễn Minh Đức",Gồm : Nhà Quận 3 - Hẻm thông - 5 tầng,"Gồm : Nhà 5 tầng 3 PN, 1 Phòng thờ, 4 WC. • Vị trí :Ngay khu trung tâm Quận 3 DT : 3.4 x 10.5 .Sổ vuông đẹp.Hoàn công đủ.","{""duong"": ""Gồm : Nhà"", ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": 5, ""mat_tien_m"": 3.4, ""chieu_sau_m"": 10.5, ""phan_loai_hem"": ""Hẻm thông""}",5,Tất cả thông tin trích xuất đều chính xác từ nguồn thô.,3,"Tiêu đề và mô tả còn lủng củng, chưa loại bỏ hết rác nội bộ.",5,"Bảo toàn đầy đủ các thông số: Quận 3, nhà 5 tầng, DT, WC.",,,,,
SYS-MP764N6F-B1,"Nguyễn Đình Chiểu 23.5 5 3 8 9.3 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Lê Ngọc Hưng Hùng Hưng  H3GB nguồn Đầu chủ Lê Ngọc Hưng - Hùng Hưng - DCNH114  - Ký chính chủ trên sổ   - Giảm 300tr chốt gấp 9.3 tỷ   - PASS 6669# ( Ace dẫn khách vào nhớ để cầu dao như hiện trạng do nhà có wifi và camera hoạt động )  BÁN NHÀ QUẬN 3 - HẺM THÔNG SUỐT 4M -  CÁCH VÀI CĂN RA MẶT TIỀN ĐƯỜNG LÝ THÁI TỔ - NGUYỄN ĐÌNH CHIỂU - NHÀ 5 TẦNG BTCT KIÊN CỐ HIỆN ĐẠI - HOÀN CÔNG CHUẨN - GIÁ 9.6 TỶ .   - Nguyễn Đình Chiểu 23.5 5 3.01 8 9.6 tỷ Phường 2 Quận 3, ( F Bàn Cờ ) - HD 5-10 ,HĐ ĐC Hưng, Phòng Hùng Hưng , , HH3GB, Nguồn đầu chủ Hưng .  .Mô tả:  🌹Diện tích: 23.5m2  (3.01m x 8m )   .🌹Kết cấu: nhà 5 tầng BTCT kiên cố, hiện đại  mới tinh  gồm trệt +3 lầu + sân thượng rộng rãi, mát mẻ. Tổng 3PN và 4WC, phòng khách, bếp ăn .  - Vị trí: nhà toạ lạc trục hẻm 629  Nguyễn Đình Chiểu, P.2, Quận 3. Hẻm trước nhà 3m thông thoáng, sạch sẽ, an ninh. Nhà cách mặt tiền chỉ 20m. Nhà cách vòng xoay Nguyễn Văn Cừ khoảng 400m, trung tâm của quận 3, vị trí cực kì đắc địa, bán kính 500m đầy đủ siêu tiện ích. Hẻm trước nhà thông suốt 2 hướng ra mặt tiền Nguyễn Đình Chiểu và ra hẻm xe hơi 120 Lý Thái Tổ, thuận tiện đi lại.  🌹Pháp Lý: sổ hồng riêng, hoàn công đầy đủ. Kdc hiện hữu, không bị quy hoạch. Sổ sẵn công chứng mua bán ngay.  🌹Giá bán 9.6  tỷ chính chủ còn thương lượng.  ☎️☎️☎️ ĐC Hưng hỗ trợ mở cửa   🌹🌹🌹Ace khảo sát biết vị trí, dẫn khách xem nhà ký phiếu YCCCDV chuẩn quy trình công ty. Ace dẫn khách xem trong báo trước cho đầu chủ 50 phút để được hỗ trợ tốt nhất.Chúc ace thu bông 🌹🌹🌹rực rỡ.",BÁN NHÀ QUẬN Quận 3 - 3.0m2 (5.0x9.6) - Hẻm thông - 4 tầng - 629.0 Tỷ,"BÁN NHÀ QUẬN 3 - HẺM THÔNG SUỐT 4M -  CÁCH VÀI CĂN RA MẶT TIỀN ĐƯỜNG LÝ THÁI TỔ - NGUYỄN ĐÌNH CHIỂU - NHÀ 5 TẦNG BTCT KIÊN CỐ HIỆN ĐẠI - HOÀN CÔNG CHUẨN - GIÁ 9.6 TỶ . - Vị trí: nhà toạ lạc trục hẻm 629  Nguyễn Đình Chiểu, P.2, Quận 3. 🌹Pháp Lý: sổ hồng riêng, hoàn công đầy đủ.","{""duong"": ""BÁN NHÀ QUẬN"", ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": 629.0, ""dien_tich_m2"": 3.0, ""so_tang"": 4, ""mat_tien_m"": 5.0, ""chieu_sau_m"": 9.6, ""phan_loai_hem"": ""Hẻm thông""}",3,Sai diện tích (23.5m² thành 3.0m²) và sai tầng (5 tầng thành 4 tầng).,3,Vẫn còn các thông tin nội bộ/rác như 'hẻm 629' và thiếu tính tự nhiên.,3,Bỏ sót số tầng (5) và sai diện tích (23.5m² thành 3.0m²).,,,,,
SYS-MP766HGX-F6,nguyễn đình chiểu 33.5 4 3.8 9 9 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Nguyễn Trung Tuấn_ĐC Thiên Tài  H3GB nguồn Đầu chủ Nguyễn Trung Tuấn_ĐC - Thiên Tài Cần bán gấp để giải quyết cv gia đình  hạ chào 400tr giá chỉ còn 9 tỷ từ ngày 21/4 đến 30/5 nếu vay được bank lãi thấp sẽ quay trở về giá cũ      Nhà mới   hiện đang cho người quen thuê 16tr/th ( nếu lấy lại có thể được 20-25tr/th )  Hẻm xe hơi lý thuyết   hẻm thông   có lộ giới sắp mở ( chắc chắn mở )  Tiềm năng tăng giá cao  hướng tây nam,Hẻm xe hơi - 9.0 Tỷ,hạ chào 400tr giá chỉ còn 9 tỷ từ ngày 21/4 đến 30/5 nếu vay được bank lãi thấp sẽ quay trở về giá cũ Hẻm xe hơi lý thuyết Tiềm năng tăng giá cao,"{""duong"": null, ""phuong"": null, ""quan"": null, ""gia_ty"": 9.0, ""dien_tich_m2"": null, ""so_tang"": null, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Giữ nguyên giá và khu vực chính xác; bỏ sót chi tiết phụ.,3,"Tiêu đề ổn nhưng mô tả còn lủng củng, thiếu tính mạch lạc cao.",4,Giữ được giá và khu vực chính; bỏ sót diện tích cụ thể.,,,,,
SYS-MP766I2E-45,"Nguyễn thượng hiền 18.8 3 4.1 5 7.9 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Lê Văn Lập_ĐC Tây Đô  H3GB nguồn Đầu chủ Lê Văn Lập_ĐC - Tây Đô Hiếm hiếm Mặt Tiền Kinh Doanh VIP - NGUYỄN THƯỢNG HIỀN PHƯỜNG BÀN CỜ (P.4 CŨ) QUẬN 3 - 4 Tầng BTCT 2PN 2WC Sân Thượng - 4.14m X 4.45m nỡ hậu Công nhận 18.8m2 - Dòng tiền cho thuê kinh doanh 25 triệu/tháng - Hoàn công đầy đủ - CHỈ 7.9TỶ TL   THÔNG TIN NHÀ BÁN: - Kết cấu : 4 Tầng BTCT, 2 Phòng ngủ, 2 Toilet, Sân thượng - Vị trí : VIP bậc nhất trung tâm Sài Gòn, gần Điện Biên Phủ, 3 Tháng 2, Chợ Vườn Chuối, Nguyễn Đình Chiểu, Cách Mạng Tháng Tám, sát vách Quận 10, Quận 1 - Tiện ích xung quanh đầy đủ gần trường học, bệnh viện, siêu thị, UBND - Dòng tiền cho thuê kinh doanh nguyên căn 25-30 triệu/tháng - Pháp lý : sổ hồng riêng, hoàn công đầy đủ",Quận 3 - 4.0m2 (4.0x2.0) - Mặt tiền - 3 tầng - 2.0 Tỷ,"Hiếm hiếm Mặt Tiền Kinh Doanh VIP - NGUYỄN THƯỢNG HIỀN PHƯỜNG BÀN CỜ (P.4 CŨ) QUẬN 3 - 4 Tầng BTCT 2PN 2WC Sân Thượng - 4.14m X 4.45m nỡ hậu Công nhận 18.8m2 - Dòng tiền cho thuê kinh doanh 25 triệu/tháng - Hoàn công đầy đủ - CHỈ 7.9TỶ TL - Kết cấu : 4 Tầng BTCT, 2 Phòng ngủ, 2 Toilet, Sân thượng - Pháp lý : sổ hồng riêng, hoàn công đầy đủ","{""duong"": null, ""phuong"": null, ""quan"": ""Quận 3"", ""gia_ty"": 2.0, ""dien_tich_m2"": 4.0, ""so_tang"": 3, ""mat_tien_m"": 4.0, ""chieu_sau_m"": 2.0, ""phan_loai_hem"": ""Mặt tiền""}",4,Giá và thông số cơ bản giữ nguyên; tiêu đề bị sai lệch giá.,2,"Mô tả quá dài dòng, lặp lại nhiều chi tiết không cần thiết.",5,"Bảo toàn đầy đủ các thông số: đường, quận, diện tích, giá và tầng.",,,,,
SYS-MP766ILH-Q8,"Nguyễn Đình Chiểu 32.7/35 5 4 8 8.68 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Lê Trọng Duy_ĐC Gia Huy  H3GB nguồn Đầu chủ Lê Trọng Duy_ĐC - Gia Huy 🌹TRUNG TÂM QUẬN 3  – NGUYỄN ĐÌNH CHIỂU NHÀ 4 TẦNG MỚI ĐẸP KHU VỰC VIP PHƯỜNG BÀN CỜ • HẺM 4M SẠCH SẼ 1 TRỤC • CHỈ 8.x Tỷ     Nguyễn Đình Chiểu 35/33 5 3.5/5 8 8.68 tỷ Phường 4 Quận 3 6 đến 10 HĐ TP Duy phòng Gia Huy  HH3%, nguồn TP Duy     • Kết cấu: Trệt – lửng – 2 lầu – sân thượng. Nhà mới hoàn thiện, chắc chắn, thiết kế hiện đại.   – 2 phòng ngủ master rộng, có WC trong phòng. Phòng khách đặt ở tầng lửng riêng tư. Bếp dưới trệt thoáng, tiện sinh hoạt. Tầng 5 có sân thượng và phòng chờ — lý tưởng để thư giãn.  • Nội thất: Tặng full nội thất cao cấp, phong cách hiện đại, chỉ việc xách vali vào ở.  • Hẻm 4m chuẩn, sạch sẽ, xe hơi nhỏ đỗ cửa, di chuyển rất tiện.  • Tiện ích: Nằm ngay trung tâm Q3, gần CMT8 – Võ Văn Tần – Trương Định…  • Pháp lý chuẩn. Công chứng ngay     👉 Anh chị em khảo sát inbox gửi ảnh tự sướng tới Đầu chủ để nhận sổ tư vấn khách, dẫn khách ký phiếu YCCCDV đầy đủ và chuẩn quy trình báo trước Đầu chủ 38 phút để được hỗ trợ tốt nhất.  Chúc anh chị em chốt nhà bùng nổ. 💥💥💥     Facebook: Lê Trọng Duy",Quận 3 - 3.0m2 (4.0x1.0) - Hẻm thông - 4 tầng - 8.0 Tỷ,"🌹TRUNG TÂM QUẬN 3  – NGUYỄN ĐÌNH CHIỂU NHÀ 4 TẦNG MỚI ĐẸP KHU VỰC VIP PHƯỜNG BÀN CỜ • HẺM 4M SẠCH SẼ 1 TRỤC • CHỈ 8.x Tỷ Nguyễn Đình Chiểu 35/33 5 3.5/5 8 8.68 tỷ Phường 4 Quận 3 6 đến 10 HĐ TP Duy phòng Gia Huy  HH3%, nguồn TP Duy • Pháp lý chuẩn.","{""duong"": null, ""phuong"": ""Phường 4"", ""quan"": ""Quận 3"", ""gia_ty"": 8.0, ""dien_tich_m2"": 3.0, ""so_tang"": 4, ""mat_tien_m"": 4.0, ""chieu_sau_m"": 1.0, ""phan_loai_hem"": ""Hẻm thông""}",3,Bỏ sót nhiều thông số quan trọng và có sự nhầm lẫn dữ liệu.,2,Vẫn còn các cụm từ nội bộ (HĐ TP Duy phòng Gia Huy) và thiếu tính tự nhiên.,3,Bỏ sót thông số diện tích/ngang x dài và làm loãng giá trị cốt lõi.,,,,,
SYS-MP766JN2-5,"Nguyễn Thiện Thuật 40 2 3.5 10 9.3 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Đặng Đình Trung Hiếu_ĐC Hắc Long  H3GB nguồn Đầu chủ Đặng Đình Trung Hiếu_ĐC - Hắc Long Giảm 200tr còn 9.3 tỷ  Ký với con ruột     🌹2 TẦNG - XE HƠI VÔ NHÀ - KHU VIP Q3- 40M2 - AN NINH - CHỈ HƠN 9 TỶ🌹,  ,  ,  🔥🔥Mô tả⚡️⚡️,  ✅ Kết cấu: 1 trệt 1 lầu đúc BTCT.  ✅ Gồm: 2 phòng ngủ, wc, phòng khách, bếp.  ✅ Có thể vừa ở vừa kinh doanhz  ✅ Hẻm xe hơi vô nhà, cách mặt tiền 10 căn nhà.  ✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,  ,  💡LƯU Ý : ,  💥💥💥 Anh chị em ký phiếu YCDV dẫn khách theo quy trình công ty. Đầu chủ Đặng Hiếu đã soạn sẵn HĐ Đặt cọc, chỉ chờ anh em Thiên Khôi đến ký.✍️✍️✍️,  🌹🌹🌹🌹💥💥💥🌹🌹🌹🌹",Hẻm xe hơi,"✅ Gồm: 2 phòng ngủ, wc, phòng khách, bếp. ✅ Hẻm xe hơi vô nhà, cách mặt tiền 10 căn nhà. ✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,","{""duong"": null, ""phuong"": null, ""quan"": null, ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": null, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Bỏ sót thông tin giá và vị trí cụ thể (Q3) quan trọng.,5,"Mô tả mạch lạc, loại bỏ thành công các nội dung rác giao dịch.",4,"Bỏ sót thông tin Quận (Q3), Giá và Tên đường quan trọng.",,,,,
SYS-MP766L05-NB,"Đường số 7 30 3 3 10 8 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Đặng Đình Trung Hiếu_ĐC Hỏa Long  H3GB nguồn Đầu chủ Đặng Đình Trung Hiếu_ĐC - Hỏa Long 🌹3 TẦNG - XE HƠI ĐỖ CỬA - AN NINH - CHỈ 8 TỶ🌹,  ,  ,  🔥🔥Mô tả⚡️⚡️,  ✅ Kết cấu: 1 trệt 2 lầu đúc BTCT.  ✅ Gồm: 3 phòng ngủ, 3 wc, phòng khách, bếp.  ✅ Có thể vừa ở vừa kinh doanh.  ✅ Hẻm xe hơi đỗ cửa, cách mặt tiền 10 căn nhà.  ✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,  ,  💡LƯU Ý : ,  💥💥💥 Anh chị em ký phiếu YCDV dẫn khách theo quy trình công ty. Đầu chủ Đặng Hiếu đã soạn sẵn HĐ Đặt cọc, chỉ chờ anh em Thiên Khôi đến ký.✍️✍️✍️,  🌹🌹🌹🌹💥💥💥🌹🌹🌹🌹",Hẻm xe hơi,"✅ Gồm: 3 phòng ngủ, 3 wc, phòng khách, bếp. ✅ Hẻm xe hơi đỗ cửa, cách mặt tiền 10 căn nhà. ✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,","{""duong"": null, ""phuong"": null, ""quan"": null, ""gia_ty"": null, ""dien_tich_m2"": null, ""so_tang"": null, ""mat_tien_m"": null, ""chieu_sau_m"": null, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Bỏ sót giá và tên quận/đường quan trọng.,3,Loại bỏ rác tốt nhưng thiếu tiêu đề hấp dẫn hơn.,2,Bỏ sót giá bán và các thông số cốt lõi khác.,,,,,
SYS-MP768E8R-8M,"Nguyễn Thiện Thuật 30.1 5 3 10 9.5 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Tu Bá Quyền_ĐC Hoàng Bách  H3GB nguồn Hội đồng thẩm định Hàng đạt chuẩn   CHỦ GẤP BÁN, GIẢM MẠNH 1 TỶ - GIÁ MỚI 9,5 TỶ   🛎️ NHÀ 5 TẦNG MẶT TIỀN CHỢ - KINH DOANH SẦM UẤT - NGUYỄN THIỆN THUẬT - BÀN CỜ - 30,1M2 - HOÀN CÔNG ĐỦ - HẺM 6M XE HƠI TRÁNH - CHỈ 10,5 TỶ   Nguyễn Thiện Thuật 30.1 5 3 10 10.5 tỷ Bàn Cờ Quận 3 10-15 tỷ HĐ Tu Bá Quyền_ĐC Hoàng Bách  H3GB nguồn Hội đồng thẩm định   🏠MÔ TẢ: ✅ Diện tích 30,1m2, ngang 3m dài 10,2m ✅ Kết cấu: 5 tầng (trệt , lửng, 3 lầu) ✅ Công năng: 4 phòng ngủ, 4WC, nhà thiết kế cầu thang cuối nhà, phòng ngủ rộng, phòng khách dài tiện kinh doanh buôn bán ✅ Nhà ngay chợ, Hẻm 6m Nguyễn Thiện Thuật, thông ra Bàn Cờ, Nguyễn Đình Chiểu, Cao Thắng, Điện Biên Phủ ✅ Sổ hồng riêng, hoàn công đủ, sổ cất két, công chứng nhanh gọn 🛵Anh chị em khảo sát, dẫn khách chuẩn quy trình công ty, Gọi TP trước 30p để được hỗ trợ tốt nhất 🌹Chúc anh chị em chốt bùng nổ🌹   ✅ Link FB ĐC:    #TBQ087",5.0m2 (2.0x6.0) - Hẻm xe hơi - 5 tầng - 10.5 Tỷ,"🛎️ NHÀ 5 TẦNG MẶT TIỀN CHỢ - KINH DOANH SẦM UẤT - NGUYỄN THIỆN THUẬT - BÀN CỜ - 30,1M2 - HOÀN CÔNG ĐỦ - HẺM 6M XE HƠI TRÁNH - CHỈ 10,5 TỶ ✅ Kết cấu: 5 tầng (trệt , lửng, 3 lầu) ✅ Sổ hồng riêng, hoàn công đủ, sổ cất két, công chứng nhanh gọn","{""duong"": null, ""phuong"": null, ""quan"": null, ""gia_ty"": 10.5, ""dien_tich_m2"": 5.0, ""so_tang"": 5, ""mat_tien_m"": 2.0, ""chieu_sau_m"": 6.0, ""phan_loai_hem"": ""Hẻm xe hơi""}",4,Sai thông số diện tích tiêu đề (5.0m2) so với mô tả.,3,Vẫn còn các cụm từ nội bộ và thiếu tính tự nhiên cao.,4,Bỏ sót thông số ngang x dài trong tiêu đề dự đoán.,,,,,
SYS-MP768F9D-51,"Nguyễn Thiện Thuật 28.8/34.9 4 3.3 11 8.85 tỷ Bàn Cờ Quận 3 5-10 tỷ HĐ Hoàng Anh Cường Gia Phát  H268 nguồn Đầu chủ Hoàng Anh Cường - Gia Phát KÝ TRỰC TIẾP VỚI CHỦ SỞ HỮU      ✅ Hẻm nhựa 8m, to như đường lớn, trung tâm Phường Bàn Cờ, đi bộ 200m  qua Quận 1, sát bên Now Zone, Trường Chuyên Lê Hồng Phong, ĐH Sư Phạm, BV Từ Dũ, Chợ Bàn Cờ, Nguyễn Thiện Thuật, Nguyễn Đình Chiểu. Nhà thiết kế rộng rãi, thoáng mát, nhiều ánh sáng, khách mua ở, cho thuê KD, Công ty, Phòng khám, Nha khoa, Spa.      ✅Kết cấu: Nhà 4 tầng BTCT gồm 1 trệt, 2 lầu, Phòng sân thượng và sân thượng, DT thực tế 35m2, DTCN 29m2, ngang 3.26m x 10.8m, gồm phòng khách, bếp, 2 phòng ngủ rộng, 3 wc. Có thể sửa thêm 1 phòng ngủ nữa trên sân thượng.      ✅Hướng: Tây Bắc.      ✅ Khu vực: Gần siêu thị, chợ, trường học, bệnh viện, tiện ích không thiếu gì, hàng xóm thân thiện,  đã XD cao tầng.      ✅Pháp Lý: Nhà chính chủ trang bìa, công chứng ngay.      📣Lưu ý: Chủ ở xa, ACE cho khách xem vị trí, tư vấn sổ, khách nhiệt sắp xếp xem trong lần 2 nhé 🌹      📣 ACE dẫn  khách chuẩn quy trình, xác nhận phiếu YCCCDV và chụp hình khách đầy đủ, báo trước ĐC Cường 60 phút để hỗ trợ tốt nhất.     ❤ Chúc ACE nhiều sức khỏe, luôn tràng đầy năng lượng, chốt nhà thu bông rực rỡ🌹🌹🌹",Quận 1 - 35.0m2 (3.26x10.8) - Hẻm thông - 3 tầng,"✅ Hẻm nhựa 8m, to như đường lớn, trung tâm Phường Bàn Cờ, đi bộ 200m  qua Quận 1, sát bên Now Zone, Trường Chuyên Lê Hồng Phong, ĐH Sư Phạm, BV Từ Dũ, Chợ Bàn Cờ, Nguyễn Thiện Thuật, Nguyễn Đình Chiểu. ✅Kết cấu: Nhà 4 tầng BTCT gồm 1 trệt, 2 lầu, Phòng sân thượng và sân thượng, DT thực tế 35m2, DTCN 29m2, ngang 3.26m x 10.8m, gồm phòng khách, bếp, 2 phòng ngủ rộng, 3 wc. 📣Lưu ý: Chủ ở xa, ACE cho khách xem vị trí, tư vấn sổ, khách nhiệt sắp xếp xem trong lần 2 nhé 🌹","{""duong"": null, ""phuong"": null, ""quan"": ""Quận 1"", ""gia_ty"": null, ""dien_tich_m2"": 35.0, ""so_tang"": 3, ""mat_tien_m"": 3.26, ""chieu_sau_m"": 10.8, ""phan_loai_hem"": ""Hẻm thông""}",4,Thiếu thông tin giá và nguồn gốc chủ sở hữu.,3,Loại bỏ tốt các nội dung rác nhưng còn văn phong chưa tự nhiên.,5,Bảo toàn đầy đủ và chính xác các thông số kỹ thuật cốt lõi.,,,,,
